ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE
admin,Generation Z (18-24),Male,African American,Mid-level,Late career,Builder,None,Some college,Basic,Intermediate,Reading/Writing,Intermediate,Collaborative,Both,Suburban,Intermediate,Positive,Medium,Resources,Extroverted,Skill development
learner,Generation X (40-55),Male,African American,Executive,Late career,Builder,None,Bachelor's degree,Proficient,Intermediate,Reading/Writing,Intermediate,Supportive,Cooperative,Urban,Intermediate,Positive,High,Time,Extroverted,Requirement
admin,Generation Z (18-24),Female,Other,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Basic,Visual,Advanced,Independent,Both,Urban,Advanced,Positive,High,Time,Extroverted,Requirement
learner,Generation X (40-55),Female,Asian,Entry-level,Early career,Accelerator,Mental,High school or below,Fluent,Basic,Visual,Basic,Supportive,Cooperative,Rural,Intermediate,Positive,Low,Resources,Extroverted,Skill development
learner,Generation X (40-55),Female,African American,Entry-level,Late career,starter,None,Some college,Proficient,Basic,Reading/Writing,Intermediate,Collaborative,Both,Urban,Advanced,Positive,Medium,Interest,Introverted,Career advancement
learner,Generation Z (18-24),Other,Caucasian,Senior-level,Late career,Expert,None,Bachelor's degree,Basic,Intermediate,Kinesthetic,Intermediate,Supportive,Neither,Rural,Advanced,Neutral,High,Resources,Introverted,Career advancement
learner,Generation X (40-55),Male,Other,Mid-level,Early career,Builder,Mental,Some college,Fluent,Advanced,Auditory,Intermediate,Collaborative,Neither,Rural,Intermediate,Positive,High,Accessibility,Ambivert,Career advancement
learner,Generation Z (18-24),Female,Other,Senior-level,Early career,Accelerator,None,Bachelor's degree,Fluent,None,Kinesthetic,Intermediate,Collaborative,Competitive,Suburban,Intermediate,Neutral,Medium,Resources,Introverted,Personal interest
learner,Generation X (40-55),Male,Hispanic/Latino,Senior-level,Retirement,starter,None,Master's degree,Proficient,Intermediate,Reading/Writing,Intermediate,Independent,Cooperative,Suburban,Advanced,Positive,Medium,Interest,Extroverted,Skill development
learner,Millennials (25-40),Male,African American,Entry-level,Mid-career,Builder,None,Bachelor's degree,None,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Urban,Intermediate,Positive,Medium,Interest,Ambivert,Personal interest
learner,Millennials (25-40),Male,Other,Executive,Mid-career,starter,None,High school or below,Proficient,Intermediate,Visual,Intermediate,Collaborative,Cooperative,Urban,Advanced,Positive,High,Time,Extroverted,Personal interest
learner,Millennials (25-40),Female,Caucasian,Entry-level,Mid-career,starter,None,Bachelor's degree,Fluent,Basic,Kinesthetic,Intermediate,Supportive,Neither,Rural,Intermediate,Positive,High,Accessibility,Introverted,Career advancement
learner,Generation X (40-55),Male,Hispanic/Latino,Entry-level,Early career,Builder,Physical,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Supportive,Competitive,Urban,Intermediate,Positive,High,Accessibility,Introverted,Career advancement
learner,Generation Z (18-24),Male,Hispanic/Latino,Senior-level,Mid-career,starter,None,Some college,Fluent,None,Visual,Intermediate,Collaborative,Competitive,Urban,Advanced,Positive,Low,Time,Introverted,Career advancement
learner,Generation X (40-55),Male,Asian,Mid-level,Early career,Builder,None,Bachelor's degree,Proficient,Basic,Kinesthetic,Advanced,Supportive,Competitive,Urban,Intermediate,Positive,Medium,Resources,Introverted,Personal interest
admin,Millennials (25-40),Male,Asian,Entry-level,Early career,starter,None,Bachelor's degree,None,Intermediate,Auditory,None,Supportive,Cooperative,Suburban,Intermediate,Positive,High,Accessibility,Extroverted,Skill development
learner,Baby Boomers (55-75),Other,Hispanic/Latino,Entry-level,Late career,Builder,None,Master's degree,Proficient,Advanced,Auditory,Advanced,Independent,Neither,Rural,Basic,Positive,High,Accessibility,Introverted,Personal interest
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Builder,None,Some college,Proficient,Basic,Reading/Writing,Intermediate,Independent,Both,Urban,Basic,Negative,Low,Interest,Introverted,Skill development
admin,Millennials (25-40),Other,African American,Entry-level,Late career,Accelerator,None,Master's degree,None,Advanced,Kinesthetic,Advanced,Supportive,Cooperative,Suburban,Advanced,Neutral,Medium,Time,Extroverted,Skill development
learner,Millennials (25-40),Other,Caucasian,Mid-level,Early career,starter,Other,Doctoral degree,Basic,Intermediate,Reading/Writing,Basic,Collaborative,Cooperative,Urban,Advanced,Positive,High,Time,Introverted,Career advancement
admin,Millennials (25-40),Male,Caucasian,Mid-level,Early career,starter,Physical,Bachelor's degree,Fluent,Intermediate,Auditory,Intermediate,Supportive,Both,Suburban,Advanced,Positive,Medium,Resources,Extroverted,Personal interest
admin,Generation X (40-55),Female,Caucasian,Senior-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Visual,Advanced,Competitive,Competitive,Urban,Intermediate,Positive,High,Accessibility,Introverted,Skill development
learner,Millennials (25-40),Female,Hispanic/Latino,Mid-level,Late career,Builder,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Basic,Supportive,Cooperative,Suburban,Intermediate,Positive,Medium,Interest,Extroverted,Skill development
learner,Millennials (25-40),Male,African American,Mid-level,Mid-career,Accelerator,None,High school or below,Fluent,Intermediate,Reading/Writing,Advanced,Independent,Competitive,Urban,Basic,Positive,Medium,Time,Extroverted,Skill development
learner,Generation X (40-55),Female,Caucasian,Senior-level,Retirement,starter,Physical,High school or below,Proficient,None,Auditory,Basic,Supportive,Both,Rural,Intermediate,Positive,Medium,Accessibility,Extroverted,Personal interest
learner,Generation Z (18-24),Female,Caucasian,Senior-level,Early career,starter,None,Bachelor's degree,Proficient,Basic,Visual,Intermediate,Independent,Competitive,Urban,Basic,Neutral,Medium,Time,Extroverted,Personal interest
learner,Generation X (40-55),Female,Asian,Mid-level,Mid-career,starter,None,Bachelor's degree,Proficient,Intermediate,Auditory,None,Collaborative,Competitive,Suburban,Advanced,Positive,Low,Interest,Extroverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Mid-level,Mid-career,Expert,Physical,Bachelor's degree,Fluent,Basic,Visual,None,Independent,Both,Rural,Basic,Negative,Low,Resources,Extroverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Executive,Late career,starter,Other,Some college,Basic,Intermediate,Reading/Writing,Advanced,Supportive,Cooperative,Urban,Advanced,Neutral,High,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Early career,Expert,None,Bachelor's degree,Fluent,Basic,Kinesthetic,Intermediate,Collaborative,Both,Suburban,Basic,Positive,Low,Interest,Introverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Entry-level,Mid-career,Builder,None,Some college,Proficient,Intermediate,Auditory,Basic,Supportive,Cooperative,Urban,Basic,Neutral,High,Resources,Introverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,Accelerator,None,Some college,Proficient,Advanced,Auditory,Intermediate,Supportive,Competitive,Urban,Intermediate,Neutral,Medium,Accessibility,Introverted,Skill development
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,starter,None,High school or below,Proficient,Intermediate,Visual,Intermediate,Independent,Competitive,Suburban,Advanced,Positive,High,Interest,Extroverted,Personal interest
learner,Millennials (25-40),Other,Other,Senior-level,Early career,Builder,Other,Master's degree,Fluent,Basic,Reading/Writing,Intermediate,Collaborative,Both,Urban,Intermediate,Positive,Medium,Interest,Ambivert,Skill development
learner,Millennials (25-40),Female,Asian,Mid-level,Mid-career,starter,None,Some college,Proficient,Basic,Visual,Intermediate,Collaborative,Both,Urban,Advanced,Positive,Medium,Accessibility,Ambivert,Personal interest
learner,Generation X (40-55),Female,African American,Senior-level,Early career,starter,Mental,Bachelor's degree,Proficient,Advanced,Reading/Writing,Advanced,Collaborative,Neither,Suburban,Intermediate,Positive,High,Interest,Ambivert,Skill development
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,starter,Mental,Bachelor's degree,Basic,Basic,Auditory,Basic,Supportive,Neither,Urban,Advanced,Positive,Medium,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Female,Caucasian,Mid-level,Early career,Builder,Other,Some college,Fluent,None,Auditory,Intermediate,Collaborative,Both,Suburban,Intermediate,Neutral,High,Resources,Introverted,Skill development
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,Expert,None,Master's degree,Proficient,Intermediate,Auditory,Advanced,Supportive,Both,Urban,Advanced,Negative,Medium,Time,Introverted,Skill development
learner,Millennials (25-40),Male,African American,Senior-level,Early career,starter,None,Doctoral degree,Fluent,Advanced,Kinesthetic,Basic,Independent,Both,Urban,Advanced,Positive,Medium,Interest,Extroverted,Skill development
learner,Millennials (25-40),Female,Caucasian,Mid-level,Early career,starter,None,Some college,Fluent,Advanced,Reading/Writing,Advanced,Independent,Neither,Urban,Intermediate,Positive,Medium,Resources,Introverted,Skill development
learner,Generation X (40-55),Other,Asian,Entry-level,Mid-career,starter,None,Bachelor's degree,Fluent,None,Auditory,Intermediate,Independent,Competitive,Rural,Advanced,Positive,Medium,Time,Introverted,Career advancement
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,starter,None,Some college,Fluent,Intermediate,Reading/Writing,Intermediate,Supportive,Cooperative,Urban,Intermediate,Positive,High,Accessibility,Extroverted,Career advancement
admin,Generation X (40-55),Female,African American,Entry-level,Early career,starter,None,Master's degree,Proficient,Basic,Reading/Writing,Intermediate,Supportive,Neither,Urban,Advanced,Positive,High,Accessibility,Extroverted,Skill development
learner,Millennials (25-40),Female,Other,Entry-level,Late career,starter,None,Bachelor's degree,Basic,Basic,Visual,Intermediate,Independent,Competitive,Rural,Intermediate,Positive,High,Resources,Introverted,Requirement
learner,Generation X (40-55),Female,African American,Entry-level,Retirement,Builder,Physical,Bachelor's degree,Proficient,Advanced,Auditory,Advanced,Collaborative,Cooperative,Suburban,Intermediate,Positive,High,Accessibility,Extroverted,Skill development
learner,Generation Z (18-24),Female,Hispanic/Latino,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Auditory,Advanced,Competitive,Both,Rural,Advanced,Positive,Medium,Interest,Introverted,Career advancement
admin,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Late career,Builder,Physical,Some college,Basic,Advanced,Visual,Intermediate,Supportive,Cooperative,Rural,Advanced,Positive,Medium,Resources,Extroverted,Career advancement
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Accelerator,None,Some college,Fluent,Intermediate,Visual,Intermediate,Competitive,Both,Suburban,Advanced,Positive,High,Resources,Ambivert,Career advancement
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,Builder,None,Some college,Fluent,Intermediate,Auditory,Intermediate,Independent,Neither,Rural,Basic,Positive,High,Resources,Extroverted,Skill development
learner,Millennials (25-40),Male,Asian,Entry-level,Early career,Builder,None,Bachelor's degree,None,Intermediate,Auditory,Intermediate,Collaborative,Both,Urban,Advanced,Neutral,Medium,Resources,Extroverted,Career advancement
admin,Millennials (25-40),Male,Caucasian,Entry-level,Early career,starter,Other,Some college,Basic,None,Visual,Intermediate,Supportive,Both,Urban,Advanced,Positive,High,Resources,Extroverted,Personal interest
learner,Millennials (25-40),Female,Caucasian,Mid-level,Early career,Builder,None,Some college,Proficient,Basic,Visual,Intermediate,Independent,Neither,Urban,Advanced,Positive,High,Accessibility,Ambivert,Skill development
learner,Generation Z (18-24),Female,Caucasian,Mid-level,Early career,starter,Other,Doctoral degree,Basic,Intermediate,Auditory,Basic,Collaborative,Competitive,Suburban,Intermediate,Negative,Low,Interest,Ambivert,Requirement
learner,Millennials (25-40),Male,Other,Entry-level,Mid-career,Accelerator,Mental,Bachelor's degree,Fluent,Advanced,Kinesthetic,Intermediate,Supportive,Cooperative,Suburban,Intermediate,Neutral,High,Accessibility,Introverted,Career advancement
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Visual,Basic,Supportive,Competitive,Suburban,Intermediate,Neutral,Medium,Resources,Extroverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Mid-level,Mid-career,starter,None,Master's degree,Basic,Advanced,Kinesthetic,Intermediate,Supportive,Cooperative,Urban,Intermediate,Neutral,High,Resources,Introverted,Requirement
learner,Generation X (40-55),Female,Asian,Senior-level,Retirement,starter,None,Some college,Fluent,Advanced,Auditory,Basic,Independent,Both,Urban,Intermediate,Positive,Medium,Time,Introverted,Career advancement
learner,Generation X (40-55),Male,African American,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Advanced,Reading/Writing,Intermediate,Collaborative,Neither,Suburban,Intermediate,Negative,High,Time,Extroverted,Career advancement
learner,Baby Boomers (55-75),Male,Hispanic/Latino,Entry-level,Early career,starter,Other,Master's degree,Proficient,Intermediate,Visual,Intermediate,Independent,Both,Rural,Intermediate,Positive,Medium,Time,Introverted,Career advancement
learner,Generation X (40-55),Other,Caucasian,Executive,Mid-career,Builder,Other,Bachelor's degree,Proficient,Advanced,Reading/Writing,Intermediate,Supportive,Both,Suburban,Basic,Positive,Medium,Time,Extroverted,Skill development
learner,Generation Z (18-24),Other,African American,Mid-level,Early career,Expert,None,Bachelor's degree,Proficient,Intermediate,Reading/Writing,Advanced,Supportive,Both,Suburban,Intermediate,Positive,High,Resources,Ambivert,Skill development
learner,Generation Z (18-24),Female,African American,Entry-level,Late career,Builder,Physical,Bachelor's degree,Proficient,Advanced,Kinesthetic,Intermediate,Supportive,Neither,Rural,Advanced,Negative,High,Time,Introverted,Skill development
learner,Millennials (25-40),Female,African American,Mid-level,Retirement,starter,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Collaborative,Neither,Suburban,Advanced,Positive,High,Resources,Ambivert,Career advancement
learner,Generation X (40-55),Male,African American,Entry-level,Mid-career,starter,Mental,Bachelor's degree,Fluent,Advanced,Visual,Basic,Independent,Competitive,Urban,Advanced,Positive,Medium,Resources,Introverted,Requirement
learner,Millennials (25-40),Male,Asian,Mid-level,Late career,Expert,Mental,Some college,Proficient,Intermediate,Visual,None,Competitive,Cooperative,Suburban,Basic,Neutral,High,Resources,Introverted,Skill development
learner,Baby Boomers (55-75),Female,Caucasian,Entry-level,Mid-career,Builder,Other,Some college,Fluent,Intermediate,Kinesthetic,Advanced,Supportive,Cooperative,Urban,Intermediate,Neutral,High,Accessibility,Extroverted,Career advancement
learner,Generation X (40-55),Male,Hispanic/Latino,Entry-level,Early career,Builder,Mental,Some college,Basic,Basic,Reading/Writing,Intermediate,Supportive,Neither,Rural,Basic,Neutral,Medium,Time,Extroverted,Career advancement
